cooler_id,door_opens,open_time,compressor,power,on_time,min_voltage,max_voltage,temperature,calday,warning,year,month,Target,Motive
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,27.0,2.0,34.375,121.3333,24.0,108.0,122.0,5.675,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,36.0,2.0,36.3125,126.1667,24.0,110.0,124.0,4.9604,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,34.0,10.0,35.5625,124.5,24.0,112.0,124.0,5.6583,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,,0.0,,,24.0,,,,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,0.0,0.0,34.5625,125.4167,24.0,114.0,124.0,6.5062,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,32.0,12.0,40.6667,141.0833,24.0,110.0,124.0,4.9271,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,23.0,3.0,36.375,127.3333,24.0,110.0,124.0,5.0479,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,32.0,9.0,41.0,141.3333,24.0,110.0,124.0,5.3708,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,14.0,1.0,35.1458,124.0,24.0,110.0,124.0,5.1583,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,31.0,2.0,36.6042,128.6667,24.0,110.0,122.0,5.0417,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,28.0,2.0,41.25,143.0833,24.0,110.0,124.0,5.3896,,1,2024,8,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,0.0,0.0,40.2292,146.5,24.0,112.0,122.0,6.4896,,1,2024,9,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,11.0,1.0,42.4242,103.6667,16.5,108.0,122.0,5.0818,,1,2024,9,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,0.0,0.0,79.5,189.9167,24.0,112.0,122.0,6.7271,,1,2024,9,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,34.0,6.0,87.0833,198.0833,24.0,110.0,124.0,6.4563,,1,2024,9,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,12.0,2.0,77.0,171.25,24.0,110.0,124.0,6.125,,1,2024,10,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,36.0,3.0,92.5208,205.0833,24.0,108.0,122.0,6.3333,,1,2024,10,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,11.0,1.0,92.0625,203.0,24.0,110.0,122.0,6.3146,,1,2024,10,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,10.0,0.0,89.1458,196.1667,24.0,110.0,122.0,6.875,,1,2024,10,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,16.0,1.0,94.7292,207.3333,24.0,110.0,122.0,7.4729,,1,2024,10,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,0.0,0.0,52.2917,117.3333,24.0,112.0,122.0,7.9875,,1,2024,10,0,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,25.0,6.0,62.5,128.8333,24.0,110.0,122.0,13.0688,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,9.0,0.0,100.0,209.6667,24.0,112.0,122.0,10.1688,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,60.0,13.0,72.5306,183.4167,24.0,112.0,122.0,7.5102,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,31.0,2.0,40.9167,128.25,24.0,112.0,124.0,4.8917,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,29.0,2.0,40.4167,124.6667,24.0,112.0,124.0,4.9979,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,17.0,1.0,41.5417,125.75,24.0,112.0,124.0,5.0708,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,0.0,0.0,33.75,101.9167,24.0,114.0,124.0,6.4667,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,25.0,0.0,41.6875,120.9167,24.0,114.0,124.0,4.7958,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,31.0,0.0,44.5625,127.0833,24.0,114.0,124.0,4.8292,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,16.0,1.0,46.875,130.5833,24.0,114.0,124.0,4.8125,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,34.0,5.0,52.8367,145.25,24.0,110.0,124.0,5.0122,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,16.0,0.0,49.2917,130.8333,24.0,118.0,124.0,4.8542,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,20.0,1.0,52.375,135.5833,24.0,118.0,124.0,5.3354,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,0.0,0.0,51.2708,130.0833,24.0,118.0,126.0,6.4979,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,29.0,2.0,62.9583,154.5833,24.0,116.0,126.0,4.6062,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,,0.0,,,24.0,,,,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,24.0,14.0,71.875,174.1667,24.0,118.0,126.0,5.3521,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,21.0,1.0,69.9792,164.75,24.0,116.0,126.0,5.4188,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,19.0,1.0,67.0,156.25,24.0,116.0,124.0,5.6125,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,30.0,3.0,72.2083,164.1667,24.0,116.0,124.0,5.2208,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,2.0,0.0,61.55,59.1667,10.0,118.0,124.0,6.695,,1,2024,10,1,temperature
8d3260b5f7e49fff02b4743037a52406b19279d9cd0144785f653afe0f4622b8,,0.0,,,24.0,,,,,1,2024,10,1,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,107.0,20.0,34.7333,85.3333,15.0,96.0,116.0,3.9567,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,122.0,41.0,41.4483,94.5833,14.5,100.0,118.0,3.9621,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,125.0,31.0,46.2667,110.25,15.0,96.0,118.0,4.1467,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,122.0,15.0,40.4138,91.9167,14.5,98.0,118.0,3.8966,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,100.0,11.0,39.7586,90.3333,14.5,100.0,120.0,3.8897,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,107.0,30.0,38.3448,86.9167,14.5,102.0,118.0,4.0586,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,136.0,32.0,35.3214,79.1667,14.0,98.0,118.0,3.9286,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,161.0,14.0,36.4333,86.75,15.0,96.0,116.0,3.91,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,145.0,41.0,49.5172,111.5833,14.5,100.0,118.0,4.0862,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,117.0,53.0,56.2414,124.25,14.5,98.0,118.0,4.0759,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,120.0,21.0,36.3571,82.4167,14.0,104.0,120.0,4.0464,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,122.0,39.0,56.5517,125.4167,14.5,96.0,116.0,3.8828,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,132.0,52.0,58.2414,130.0833,14.5,100.0,118.0,4.8034,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,127.0,30.0,54.4138,122.0833,14.5,100.0,116.0,4.2897,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,118.0,7.0,40.5714,92.4167,14.0,98.0,118.0,3.9607,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,102.0,11.0,40.7241,94.5833,14.5,96.0,118.0,3.8862,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,118.0,25.0,45.3103,104.75,14.5,100.0,118.0,3.9483,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,124.0,22.0,40.7667,97.5,15.0,100.0,118.0,3.9133,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,130.0,25.0,40.5714,91.3333,14.0,100.0,118.0,3.8464,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,127.0,29.0,43.931,103.6667,14.5,98.0,118.0,3.9069,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,134.0,37.0,47.4333,109.8333,15.0,98.0,118.0,4.1433,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,95.0,34.0,32.6897,74.5,14.5,104.0,120.0,3.9,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,108.0,56.0,34.7576,88.6667,16.5,96.0,118.0,4.0939,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,88.0,33.0,18.8,79.5,22.5,98.0,120.0,4.3756,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,119.0,52.0,45.2143,97.4167,14.0,104.0,120.0,3.8893,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,185.0,42.0,50.5517,113.3333,14.5,96.0,120.0,3.7759,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,114.0,23.0,51.5333,121.0,15.0,100.0,118.0,3.98,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,137.0,36.0,58.4643,129.25,14.0,100.0,118.0,4.0214,,1,2024,3,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,98.0,15.0,39.6786,89.3333,14.0,94.0,114.0,4.0429,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,97.0,25.0,45.1071,98.75,14.0,98.0,118.0,3.95,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,117.0,25.0,38.9333,90.6667,15.0,94.0,118.0,4.1067,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,133.0,44.0,39.2759,90.8333,14.5,96.0,118.0,3.9517,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,160.0,29.0,56.1379,122.5,14.5,96.0,116.0,3.9966,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,163.0,55.0,61.9655,134.5,14.5,98.0,116.0,4.1897,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,140.0,43.0,60.3929,127.4167,14.0,96.0,116.0,4.3536,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,127.0,24.0,52.2069,116.0,14.5,86.0,114.0,3.7897,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,119.0,20.0,39.2258,93.5833,15.5,100.0,116.0,4.0516,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,107.0,27.0,45.5862,101.5,14.5,98.0,114.0,4.0828,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,115.0,36.0,46.7241,105.75,14.5,96.0,116.0,4.0552,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,101.0,18.0,52.1034,119.6667,14.5,98.0,116.0,4.0103,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,150.0,39.0,65.1786,145.4167,14.0,96.0,118.0,4.4,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,234.0,43.0,79.1034,182.0833,14.5,94.0,116.0,4.6138,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,148.0,24.0,60.7241,141.75,14.5,92.0,114.0,4.3586,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,134.0,22.0,48.25,110.9167,14.0,96.0,114.0,3.7357,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,127.0,43.0,71.1034,163.6667,14.5,92.0,114.0,4.2,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,120.0,38.0,61.4,147.4167,15.0,96.0,116.0,4.26,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,145.0,27.0,56.2,138.75,15.0,88.0,116.0,4.2067,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,150.0,47.0,80.3448,187.25,14.5,90.0,118.0,5.9862,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,156.0,25.0,70.0357,157.75,14.0,100.0,116.0,5.1036,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,114.0,9.0,58.3333,140.8333,15.0,94.0,114.0,4.2533,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,168.0,36.0,74.6552,173.5,14.5,88.0,116.0,5.6552,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,159.0,28.0,64.9,154.8333,15.0,92.0,114.0,4.68,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,130.0,35.0,59.3636,155.6667,16.5,94.0,116.0,4.5485,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,125.0,30.0,40.5455,152.25,22.0,96.0,120.0,4.7659,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,143.0,53.0,74.3,173.1667,15.0,92.0,116.0,4.4133,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,131.0,43.0,55.6207,130.9167,14.5,98.0,116.0,4.2552,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,132.0,27.0,49.7,119.0,15.0,92.0,114.0,4.3033,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,151.0,38.0,75.8276,173.4167,14.5,92.0,114.0,4.7103,,1,2024,4,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,146.0,14.0,61.0,137.8333,14.0,84.0,112.0,4.4821,,1,2024,5,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,154.0,41.0,72.5517,167.25,14.5,86.0,116.0,4.331,,1,2024,5,0,temperature
92fa38fb95dab770e910ffe3e3899e835db1a66319194fc93c894961c829cd87,140.0,47.0,64.4333,151.3333,15.0,86.0,114.0,5.1433,,1,2024,5,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,67.0,14.0,37.8333,122.25,24.0,124.0,132.0,5.625,,1,2023,11,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,,0.0,,,24.0,,,,,1,2023,12,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,,0.0,,,24.0,,,,,1,2023,12,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,72.0,21.0,30.875,98.8333,24.0,126.0,132.0,5.0833,,1,2023,12,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,69.0,23.0,33.5833,106.0833,24.0,124.0,132.0,5.1917,,1,2023,12,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,40.0,3.0,24.625,52.9167,16.0,126.0,132.0,5.9438,,1,2023,12,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,72.0,8.0,32.8333,104.3333,24.0,124.0,132.0,4.5208,,1,2024,1,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,,0.0,,,24.0,,,,,1,2024,1,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,102.0,21.0,55.7083,183.25,24.0,124.0,132.0,5.95,,1,2024,5,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,122.0,15.0,57.1667,190.8333,24.0,122.0,132.0,6.5604,,1,2024,5,0,temperature
96e9fc43422922194308d68ab481f69c3e6084d83d2f2be69b1f43feda1841d7,99.0,13.0,66.625,229.25,24.0,122.0,132.0,7.1125,,1,2024,5,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,24.0,2.0,58.8571,80.0833,24.0,124.0,134.0,6.1408,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,19.0,6.0,60.3125,80.6667,24.0,124.0,134.0,7.3875,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,33.0,0.0,55.1489,71.6667,23.5,126.0,136.0,4.8766,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,38.0,7.0,64.3673,86.75,24.0,126.0,144.0,6.6245,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,37.0,9.0,63.9583,84.75,24.0,128.0,136.0,6.7146,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,,0.0,,,24.0,,,,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,18.0,0.0,65.7708,86.1667,24.0,126.0,136.0,6.725,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,18.0,1.0,55.0625,72.8333,24.0,126.0,134.0,5.1917,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,23.0,1.0,52.125,69.0833,24.0,128.0,134.0,5.2188,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,9.0,2.0,52.7292,70.0833,24.0,128.0,136.0,4.8125,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,24.0,0.0,53.4375,71.0833,24.0,128.0,134.0,4.8333,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,33.0,7.0,59.8333,79.5,24.0,130.0,136.0,6.8792,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,32.0,0.0,62.1875,83.0833,24.0,128.0,134.0,5.8188,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,18.0,5.0,59.1667,78.0833,24.0,128.0,134.0,5.3229,,1,2023,10,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,15.0,7.0,57.3673,75.75,24.0,128.0,134.0,4.3776,,1,2023,11,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,12.0,0.0,47.7447,60.5,23.5,128.0,134.0,4.9319,,1,2023,11,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,13.0,3.0,46.9592,63.0,24.0,128.0,134.0,4.6429,,1,2024,1,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,8.0,9.0,36.3958,46.75,24.0,128.0,134.0,4.6208,,1,2024,1,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,6.0,0.0,42.8667,33.9167,15.0,128.0,134.0,3.9233,,1,2024,1,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,54.0,9.0,63.9388,86.5833,24.0,126.0,134.0,8.0673,,1,2024,5,0,temperature
98b412465c6b6b8f1971fb107bd205b0693eff901a63be1d9ebb7b6572fbe195,48.0,9.0,68.0417,90.0833,24.0,126.0,134.0,8.3875,,1,2024,5,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,98.0,4.0,80.0,214.0833,18.5,108.0,118.0,2.7351,,1,2023,8,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,106.0,21.0,86.303,206.5833,16.5,110.0,118.0,3.8879,,1,2023,8,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,111.0,3.0,87.1224,307.5833,24.0,108.0,118.0,2.249,,1,2023,8,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,34.0,1.0,57.0,57.6667,7.0,108.0,118.0,2.1571,,1,2023,8,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,189.0,16.0,93.2,331.4167,24.0,110.0,118.0,3.012,,1,2023,8,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,98.0,23.0,82.625,190.6667,16.0,110.0,118.0,3.0844,,1,2023,9,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,85.0,15.0,75.4815,144.5833,13.5,110.0,118.0,2.2556,,1,2023,10,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,137.0,19.0,95.1471,224.4167,17.0,110.0,118.0,2.5529,,1,2023,10,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,74.0,5.0,71.2188,157.4167,16.0,108.0,118.0,2.1781,,1,2023,11,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,61.0,10.0,61.1429,119.5,14.0,110.0,118.0,2.1036,,1,2023,11,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,77.0,8.0,66.2857,165.5833,17.5,110.0,118.0,2.4257,,1,2023,11,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,52.0,0.0,66.3103,137.0833,14.5,110.0,118.0,2.2241,,1,2023,11,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,57.0,1.0,46.0313,103.3333,16.0,110.0,120.0,2.2781,,1,2024,1,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,70.0,13.0,52.3125,116.0,16.0,110.0,118.0,2.0438,,1,2024,1,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,51.0,10.0,48.3103,98.3333,14.5,110.0,120.0,2.3483,,1,2024,1,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,62.0,2.0,71.6667,186.8333,18.0,110.0,118.0,2.0806,,1,2024,3,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,79.0,4.0,81.75,164.3333,14.0,110.0,118.0,2.1286,,1,2024,3,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,101.0,7.0,76.9444,200.75,18.0,108.0,118.0,1.9306,,1,2024,3,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,127.0,11.0,99.7368,309.8333,19.0,108.0,118.0,6.0579,,1,2024,5,0,temperature
9b5d32a9d8047dd785a4c4cec32a548976ba51ae369df356d6e432c5ea5e2791,19.0,1.0,100.0,47.9167,3.0,110.0,116.0,4.45,,1,2024,5,0,temperature
ab25aa1218e09fb535191fcff9a3c3d2907b1617275d0dd02385e040809dc3be,35.0,2.0,19.25,57.3333,18.0,120.0,126.0,5.6222,,1,2024,1,0,temperature
